CIS_OBEC,CIS_OKRSEK,PORADI_ZPRAC,DATUM_CAS_ZPRAC,OPAKOVANE,ZAPSANI_VOLICI,VYDANE_OBALKY,ODEVZDANE_OBALKY,PLATNE_HLASY,KANDIDAT_7,KANDIDAT_9
541281,5,2,2018-01-27T14:16:05,0,123,54,54,54,38,16
549584,2,3,2018-01-27T14:16:15,0,79,58,58,58,24,34
547701,1,4,2018-01-27T14:16:19,0,68,47,47,47,19,28
587206,1,5,2018-01-27T14:16:31,0,66,47,47,47,24,23
573060,5,6,2018-01-27T14:16:33,0,123,77,77,77,46,31
575500,8,7,2018-01-27T14:16:37,0,64,40,40,40,29,11
563960,3,8,2018-01-27T14:16:37,0,82,45,45,45,23,22
597678,6,9,2018-01-27T14:16:38,0,35,30,30,30,25,5
572667,1,10,2018-01-27T14:16:48,0,171,125,125,125,74,51
572241,11,11,2018-01-27T14:17:00,0,44,35,35,35,32,3
560448,1,12,2018-01-27T14:17:18,0,150,114,114,114,60,54
580783,1,13,2018-01-27T14:17:21,0,61,43,43,43,27,16
577731,18,14,2018-01-27T14:17:23,0,585,58,58,58,26,32
587214,1,15,2018-01-27T14:17:30,0,56,44,44,44,10,34
554294,4,16,2018-01-27T14:17:38,0,67,55,55,55,32,23
548383,2,17,2018-01-27T14:17:41,0,51,37,37,37,20,17
559806,3,18,2018-01-27T14:17:43,0,34,32,32,32,18,14
578312,1,19,2018-01-27T14:17:47,0,92,70,70,70,45,25
532878,1,20,2018-01-27T14:17:54,0,44,31,31,31,16,15
533271,7,21,2018-01-27T14:17:59,0,75,48,48,48,25,23
553573,1,22,2018-01-27T14:18:00,0,153,72,72,72,44,28
597783,9,23,2018-01-27T14:18:03,0,110,68,68,68,49,19
569208,1,24,2018-01-27T14:18:09,0,143,99,99,99,45,54
556254,7,25,2018-01-27T14:18:16,0,78,49,49,48,36,12
545911,8039,26,2018-01-27T14:18:19,0,107,39,39,39,22,17
549118,1,27,2018-01-27T14:18:20,0,40,34,34,34,17,17
555380,10,28,2018-01-27T14:18:29,0,103,53,53,53,34,19
568414,7,29,2018-01-27T14:18:30,0,194,140,140,140,82,58
541095,1,30,2018-01-27T14:18:31,0,102,82,82,82,53,29
561754,1,31,2018-01-27T14:18:33,0,45,33,33,32,13,19
541281,13,32,2018-01-27T14:18:34,0,57,37,37,37,15,22
587559,1,33,2018-01-27T14:18:45,0,107,70,70,70,33,37
586854,1,34,2018-01-27T14:18:48,0,134,106,106,106,73,33
537021,2,35,2018-01-27T14:18:49,0,48,31,31,31,19,12
577308,6,36,2018-01-27T14:18:53,0,63,37,37,37,21,16
566489,1,37,2018-01-27T14:19:00,0,60,39,39,39,23,16
586846,44,38,2018-01-27T14:19:05,0,93,64,64,64,36,28
580708,2,39,2018-01-27T14:19:05,0,68,61,61,60,24,36
550850,7,40,2018-01-27T14:19:07,0,63,47,47,47,23,24
533564,2,41,2018-01-27T14:19:11,0,131,79,79,79,57,22
541281,11,42,2018-01-27T14:19:27,0,114,87,87,87,33,54
563901,3,43,2018-01-27T14:19:30,0,187,154,154,153,79,74
587664,1,44,2018-01-27T14:19:31,0,121,99,99,99,74,25
556319,3,45,2018-01-27T14:19:32,0,68,48,48,48,29,19
597678,4,46,2018-01-27T14:19:33,0,80,44,44,44,34,10
552224,1,47,2018-01-27T14:19:33,0,95,66,66,66,50,16
537365,1,48,2018-01-27T14:19:38,0,45,30,30,30,23,7
548910,1,49,2018-01-27T14:19:40,0,67,51,51,51,26,25
538094,14,50,2018-01-27T14:19:41,0,69,51,51,51,34,17
578347,16,51,2018-01-27T14:19:44,0,92,62,62,62,31,31
544281,7,52,2018-01-27T14:19:44,0,65,46,46,46,26,20
548537,1,53,2018-01-27T14:19:48,0,40,34,34,34,12,22
599034,1,54,2018-01-27T14:19:49,0,73,49,49,49,26,23
588261,1,55,2018-01-27T14:19:50,0,73,58,58,58,16,42
568465,1,56,2018-01-27T14:19:51,0,105,76,76,76,55,21
573302,1,57,2018-01-27T14:19:51,0,73,48,48,48,26,22
532665,1,58,2018-01-27T14:19:51,0,325,207,207,207,124,83
531391,1,59,2018-01-27T14:19:55,0,65,45,45,43,22,21
534391,1,60,2018-01-27T14:19:57,0,64,42,42,42,28,14
549614,1,61,2018-01-27T14:20:01,0,84,47,47,47,31,16
598917,32,62,2018-01-27T14:20:02,0,438,58,58,58,50,8
587656,1,63,2018-01-27T14:20:04,0,116,93,93,93,57,36
553638,1,64,2018-01-27T14:20:05,0,144,75,75,75,51,24
566276,1,65,2018-01-27T14:20:05,0,68,48,48,48,17,31
571296,1,66,2018-01-27T14:20:07,0,89,73,73,73,42,31
533181,3,67,2018-01-27T14:20:08,0,82,63,63,63,37,26
561479,1,68,2018-01-27T14:20:09,0,148,91,91,91,57,34
502081,2010,69,2018-01-27T14:20:11,0,227,49,49,49,34,15
590266,33,70,2018-01-27T14:20:11,0,59,41,41,41,25,16
597783,12,71,2018-01-27T14:20:13,0,454,273,273,273,183,90
548901,1,72,2018-01-27T14:20:14,0,94,73,73,73,30,43
569950,1,73,2018-01-27T14:20:14,0,282,124,124,124,89,35
575526,1,74,2018-01-27T14:20:17,0,70,61,61,61,45,16
580660,1,75,2018-01-27T14:20:18,0,190,135,135,134,79,55
573591,1,76,2018-01-27T14:20:19,0,63,45,45,45,24,21
573710,1,77,2018-01-27T14:20:24,0,190,143,143,143,76,67
556718,4,78,2018-01-27T14:20:25,0,94,68,68,68,47,21
563901,2,79,2018-01-27T14:20:31,0,144,91,91,91,47,44
566373,1,80,2018-01-27T14:20:31,0,72,53,53,53,22,31
532711,1,81,2018-01-27T14:20:33,0,136,92,92,91,42,49
590045,1,82,2018-01-27T14:20:35,0,74,47,47,47,37,10
553514,1,83,2018-01-27T14:20:36,0,209,148,148,148,82,66
561452,1,84,2018-01-27T14:20:36,0,83,58,58,58,46,12
595411,12,85,2018-01-27T14:20:37,0,84,73,73,73,40,33
568104,1,86,2018-01-27T14:20:38,0,79,65,65,64,39,25
533807,4,87,2018-01-27T14:20:38,0,152,109,109,109,67,42
588601,5,88,2018-01-27T14:20:38,0,240,172,172,172,100,72
514047,1,89,2018-01-27T14:20:40,0,211,158,158,158,89,69
569721,1,90,2018-01-27T14:20:42,0,191,163,163,163,94,69
529966,1,91,2018-01-27T14:20:43,0,138,95,95,95,49,46
561363,1,92,2018-01-27T14:20:45,0,91,73,73,73,61,12
548782,1,93,2018-01-27T14:20:48,0,81,60,60,60,32,28
549941,1,94,2018-01-27T14:20:48,0,37,33,33,33,16,17
599247,5,95,2018-01-27T14:20:48,0,240,174,174,174,117,57
562335,43,96,2018-01-27T14:20:48,0,79,62,62,62,30,32
569984,3,97,2018-01-27T14:20:49,0,65,54,54,54,24,30
545171,8,98,2018-01-27T14:20:50,0,59,44,44,44,28,16
508683,1,99,2018-01-27T14:20:50,0,67,45,45,45,21,24
505587,13,100,2018-01-27T14:20:50,0,154,101,101,101,67,34
536539,1,101,2018-01-27T14:20:54,0,62,39,39,39,16,23
547492,17,102,2018-01-27T14:20:57,0,143,102,102,101,39,62
578347,13,103,2018-01-27T14:20:57,0,70,54,54,54,43,11
576824,3,104,2018-01-27T14:20:58,0,162,118,118,118,62,56
536156,1,105,2018-01-27T14:20:58,0,84,67,67,67,45,22
572241,12,106,2018-01-27T14:20:59,0,35,24,24,24,15,9
585891,6,107,2018-01-27T14:21:00,0,69,62,62,62,22,40
573329,4,108,2018-01-27T14:21:00,0,74,55,55,55,33,22
570125,1,109,2018-01-27T14:21:01,0,190,139,139,139,57,82
558800,1,110,2018-01-27T14:21:01,0,50,33,33,33,14,19
530794,1,111,2018-01-27T14:21:06,0,171,120,120,119,92,27
532606,1,112,2018-01-27T14:21:08,0,55,45,45,45,25,20
546135,11096,113,2018-01-27T14:21:09,0,169,107,107,107,79,28
560111,1,114,2018-01-27T14:21:10,0,173,131,131,131,80,51
566594,1,115,2018-01-27T14:21:11,0,77,59,59,59,48,11
551082,1001,116,2018-01-27T14:21:18,0,783,604,604,603,279,324
597163,1,117,2018-01-27T14:21:18,0,179,149,149,149,89,60
573604,1,118,2018-01-27T14:21:19,0,128,88,88,88,51,37
577448,1,119,2018-01-27T14:21:19,0,75,56,56,55,32,23
566624,7,120,2018-01-27T14:21:19,0,114,66,66,66,47,19
598917,33,121,2018-01-27T14:21:19,0,444,60,60,60,54,6
588202,1,122,2018-01-27T14:21:19,0,200,155,155,155,87,68
547280,5,123,2018-01-27T14:21:20,0,102,73,73,73,43,30
542059,1,124,2018-01-27T14:21:24,0,47,24,24,24,11,13
514195,1,125,2018-01-27T14:21:25,0,94,69,69,69,52,17
574082,4,126,2018-01-27T14:21:26,0,115,81,81,81,36,45
999997,64,127,2018-01-27T14:21:27,0,26,19,19,19,5,14
531731,1,128,2018-01-27T14:21:28,0,165,106,106,106,76,30
511021,8,129,2018-01-27T14:21:34,0,65,34,34,34,26,8
537641,4,130,2018-01-27T14:21:34,0,521,407,407,407,199,208
566837,1,131,2018-01-27T14:21:34,0,124,88,88,88,51,37
575500,13,132,2018-01-27T14:21:37,0,134,97,97,97,50,47
560511,1,133,2018-01-27T14:21:41,0,77,64,64,63,37,26
553131,8,134,2018-01-27T14:21:41,0,82,48,48,48,35,13
576263,3,135,2018-01-27T14:21:45,0,87,63,63,63,29,34
581283,18,136,2018-01-27T14:21:45,0,419,259,259,259,150,109
574627,1,137,2018-01-27T14:21:46,0,108,75,75,75,28,47
548928,1,138,2018-01-27T14:21:47,0,30,23,23,23,7,16
561631,4,139,2018-01-27T14:21:53,0,102,60,60,60,28,32
553964,1,140,2018-01-27T14:21:55,0,153,100,100,100,57,43
555771,18,141,2018-01-27T14:21:55,0,75,54,54,54,46,8
568619,1,142,2018-01-27T14:21:56,0,120,96,96,96,56,40
533513,1,143,2018-01-27T14:21:58,0,173,110,110,110,73,37
566331,1,144,2018-01-27T14:21:59,0,28,18,18,17,9,8
570478,3,145,2018-01-27T14:22:00,0,133,90,90,90,55,35
571717,1,146,2018-01-27T14:22:01,0,181,116,116,116,66,50
569534,1,147,2018-01-27T14:22:02,0,193,137,137,137,87,50
598917,61,148,2018-01-27T14:22:03,0,448,282,282,280,222,58
597678,5,149,2018-01-27T14:22:05,0,96,53,53,53,38,15
545384,5,150,2018-01-27T14:22:05,0,24,18,18,18,14,4
535087,2,151,2018-01-27T14:22:05,0,305,182,182,182,111,71
574325,1,152,2018-01-27T14:22:06,0,171,125,125,125,85,40
549584,3,153,2018-01-27T14:22:06,0,67,46,46,46,25,21
570575,1,154,2018-01-27T14:22:08,0,204,130,130,130,84,46
569577,1,155,2018-01-27T14:22:09,0,315,217,217,216,166,50
535591,1,156,2018-01-27T14:22:11,0,217,172,172,172,75,97
541281,10,157,2018-01-27T14:22:11,0,108,70,70,70,37,33
587419,1,158,2018-01-27T14:22:11,0,47,33,33,33,15,18
596647,3,159,2018-01-27T14:22:16,0,72,58,58,58,34,24
547972,1,160,2018-01-27T14:22:18,0,78,53,53,52,34,18
560278,1,161,2018-01-27T14:22:18,0,209,149,149,148,98,50
562416,1,162,2018-01-27T14:22:18,0,34,30,30,30,12,18
541508,2,163,2018-01-27T14:22:21,0,128,99,99,99,54,45
551546,1,164,2018-01-27T14:22:22,0,61,45,45,45,18,27
535095,1,165,2018-01-27T14:22:22,0,104,71,71,71,44,27
533955,11,166,2018-01-27T14:22:24,0,150,100,100,100,56,44
537802,1,167,2018-01-27T14:22:25,0,258,172,172,170,108,62
598666,1,168,2018-01-27T14:22:28,0,38,28,28,28,11,17
530361,1,169,2018-01-27T14:22:30,0,43,39,39,39,11,28
550850,10,170,2018-01-27T14:22:32,0,49,24,24,24,14,10
572152,2,171,2018-01-27T14:22:33,0,58,45,45,45,34,11
555771,23,172,2018-01-27T14:22:35,0,79,66,66,65,55,10
553859,1,173,2018-01-27T14:22:35,0,90,63,63,63,25,38
549096,1,174,2018-01-27T14:22:36,0,260,165,165,165,109,56
568414,31,175,2018-01-27T14:22:37,0,43,36,36,36,26,10
537241,1,176,2018-01-27T14:22:38,0,86,64,64,64,31,33
554294,3,177,2018-01-27T14:22:39,0,213,164,163,163,102,61
595390,1,178,2018-01-27T14:22:40,0,155,122,122,122,59,63
588083,1,179,2018-01-27T14:22:41,0,70,53,53,52,30,22
598917,31,180,2018-01-27T14:22:41,0,780,141,141,141,117,24
548812,1,181,2018-01-27T14:22:42,0,49,32,32,32,17,15
581283,3,182,2018-01-27T14:22:42,0,470,355,355,355,182,173
563722,1,183,2018-01-27T14:22:43,0,74,60,60,60,39,21
590151,1,184,2018-01-27T14:22:43,0,145,91,91,91,64,27
546003,3006,185,2018-01-27T14:22:44,0,423,154,154,152,58,94
591238,1,186,2018-01-27T14:22:45,0,54,42,42,42,33,9
572675,1,187,2018-01-27T14:22:46,0,227,103,103,103,75,28
572268,6,188,2018-01-27T14:22:46,0,124,101,101,101,49,52
557668,2,189,2018-01-27T14:22:46,0,90,53,53,53,39,14
560570,3,190,2018-01-27T14:22:47,0,195,100,100,100,53,47
588148,1,191,2018-01-27T14:22:49,0,102,80,80,79,31,48
566080,1,192,2018-01-27T14:22:51,0,68,31,31,31,23,8
541281,9,193,2018-01-27T14:22:51,0,177,129,129,129,57,72
596973,8,194,2018-01-27T14:22:54,0,74,54,54,54,32,22
565407,1,195,2018-01-27T14:22:55,0,50,30,30,30,19,11
556831,5,196,2018-01-27T14:22:56,0,86,60,60,60,26,34
565709,8,197,2018-01-27T14:22:59,0,143,94,94,94,56,38
549487,2,198,2018-01-27T14:22:59,0,139,99,99,99,62,37
563901,4,199,2018-01-27T14:23:01,0,119,85,85,85,50,35
549771,4,200,2018-01-27T14:23:01,0,73,51,51,51,28,23
513571,1,201,2018-01-27T14:23:01,0,134,106,106,106,49,57
567892,1008,202,2018-01-27T14:23:02,0,365,278,278,278,121,157
548499,1,203,2018-01-27T14:23:02,0,33,25,25,25,14,11
598763,1,204,2018-01-27T14:23:02,0,101,75,75,75,35,40
570478,2,205,2018-01-27T14:23:04,0,83,48,48,48,28,20
547859,1,206,2018-01-27T14:23:07,0,99,67,67,67,39,28
561282,1,207,2018-01-27T14:23:09,0,76,53,53,53,26,27
557838,4,208,2018-01-27T14:23:09,0,65,39,39,39,27,12
556912,4,209,2018-01-27T14:23:10,0,81,56,56,56,33,23
571041,5,210,2018-01-27T14:23:12,0,87,66,66,66,31,35
545384,1,211,2018-01-27T14:23:12,0,29,27,27,27,16,11
571679,1,212,2018-01-27T14:23:13,0,86,61,61,61,26,35
586960,1,213,2018-01-27T14:23:14,0,137,97,97,97,46,51
540528,1,214,2018-01-27T14:23:15,0,121,71,71,71,40,31
530841,11,215,2018-01-27T14:23:16,0,161,124,124,123,59,64
549070,1,216,2018-01-27T14:23:16,0,85,65,65,65,27,38
577308,5,217,2018-01-27T14:23:16,0,200,160,160,160,55,105
566624,12,218,2018-01-27T14:23:16,0,129,55,55,55,35,20
545988,2026,219,2018-01-27T14:23:16,0,619,458,458,457,217,240
536831,1,220,2018-01-27T14:23:16,0,70,56,56,56,33,23
553671,6,221,2018-01-27T14:23:16,0,133,71,71,71,61,10
570052,1,222,2018-01-27T14:23:17,0,165,120,120,120,77,43
580350,7,223,2018-01-27T14:23:17,0,136,98,98,98,37,61
560260,3,224,2018-01-27T14:23:18,0,21,13,13,13,7,6
575445,2,225,2018-01-27T14:23:21,0,132,105,105,105,55,50
599069,16,226,2018-01-27T14:23:21,0,758,359,359,357,283,74
534072,1,227,2018-01-27T14:23:21,0,239,162,162,160,97,63
534200,3,228,2018-01-27T14:23:21,0,125,82,82,81,36,45
569186,3,229,2018-01-27T14:23:23,0,83,69,69,69,23,46
581194,1,230,2018-01-27T14:23:24,0,78,62,62,62,37,25
551872,1,231,2018-01-27T14:23:25,0,144,78,78,78,60,18
533807,3,232,2018-01-27T14:23:28,0,141,104,104,104,57,47
598917,34,233,2018-01-27T14:23:28,0,778,100,99,99,81,18
573264,1,234,2018-01-27T14:23:29,0,173,121,121,121,55,66
595411,11,235,2018-01-27T14:23:30,0,71,60,60,60,30,30
534641,2,236,2018-01-27T14:23:32,0,80,55,55,55,46,9
588334,1,237,2018-01-27T14:23:34,0,146,116,116,116,67,49
537641,1,238,2018-01-27T14:23:34,0,651,462,460,457,259,198
555771,16,239,2018-01-27T14:23:35,0,229,146,146,146,83,63
550850,11,240,2018-01-27T14:23:35,0,16,14,14,14,6,8
548456,6,241,2018-01-27T14:23:35,0,34,29,29,29,12,17
548448,1,242,2018-01-27T14:23:36,0,74,48,48,48,27,21
581283,7,243,2018-01-27T14:23:36,0,536,405,405,404,177,227
567027,51,244,2018-01-27T14:23:36,0,587,381,381,381,276,105
547689,1,245,2018-01-27T14:23:39,0,88,70,70,70,40,30
568767,1,246,2018-01-27T14:23:39,0,101,68,68,68,42,26
566616,9,247,2018-01-27T14:23:41,0,112,55,55,55,49,6
569551,1,248,2018-01-27T14:23:43,0,225,140,140,139,95,44
563455,1,249,2018-01-27T14:23:44,0,162,107,107,107,52,55
597635,3,250,2018-01-27T14:23:44,0,247,144,144,143,90,53
586846,48,251,2018-01-27T14:23:44,0,126,101,101,101,51,50
589705,4,252,2018-01-27T14:23:44,0,113,65,65,65,32,33
581143,1,253,2018-01-27T14:23:45,0,188,136,136,136,60,76
572292,1,254,2018-01-27T14:23:45,0,55,44,44,44,22,22
591955,1,255,2018-01-27T14:23:45,0,94,77,77,77,54,23
573248,13,256,2018-01-27T14:23:45,0,91,67,67,67,40,27
596507,1,257,2018-01-27T14:23:46,0,41,36,36,36,12,24
544281,8,258,2018-01-27T14:23:47,0,134,98,98,98,67,31
589110,1,259,2018-01-27T14:23:47,0,146,96,96,96,78,18
536563,1,260,2018-01-27T14:23:48,0,187,144,144,144,93,51
548111,4,261,2018-01-27T14:23:48,0,54,40,40,40,22,18
551121,1,262,2018-01-27T14:23:48,0,130,85,85,85,46,39
561495,6,263,2018-01-27T14:23:49,0,138,90,90,90,48,42
554057,1,264,2018-01-27T14:23:49,0,179,119,119,119,101,18
546224,15047,265,2018-01-27T14:23:50,0,545,402,402,402,200,202
546755,1,266,2018-01-27T14:23:51,0,67,48,48,48,29,19
551953,2,267,2018-01-27T14:23:51,0,112,84,84,84,32,52
570281,1,268,2018-01-27T14:23:52,0,112,69,69,69,52,17
500623,3,269,2018-01-27T14:23:54,0,109,85,85,85,59,26
572900,3,270,2018-01-27T14:23:55,0,60,53,53,53,11,42
541231,5,271,2018-01-27T14:23:56,0,130,57,57,57,35,22
514055,7,272,2018-01-27T14:23:57,0,129,76,76,76,46,30
545988,2024,273,2018-01-27T14:23:57,0,908,598,597,595,274,321
565083,2,274,2018-01-27T14:23:59,0,86,63,63,62,40,22
567892,1004,275,2018-01-27T14:23:59,0,471,267,267,267,136,131
567892,1014,276,2018-01-27T14:23:59,0,902,101,101,101,63,38
557951,2,277,2018-01-27T14:23:59,0,33,16,16,16,10,6
548260,1,278,2018-01-27T14:24:00,0,129,91,91,91,50,41
596639,1,279,2018-01-27T14:24:00,0,80,59,59,58,47,11
552372,4,280,2018-01-27T14:24:01,0,78,65,65,65,29,36
529711,1,281,2018-01-27T14:24:01,0,62,42,42,42,29,13
545627,1,282,2018-01-27T14:24:02,0,347,221,221,221,87,134
595411,8,283,2018-01-27T14:24:03,0,68,60,60,60,42,18
572756,1,284,2018-01-27T14:24:03,0,128,94,94,94,44,50
511382,14,285,2018-01-27T14:24:03,0,673,318,318,317,207,110
545031,1,286,2018-01-27T14:24:04,0,108,77,77,77,46,31
599255,1,287,2018-01-27T14:24:06,0,83,48,48,48,24,24
541826,1,288,2018-01-27T14:24:07,0,85,68,68,68,44,24
584002,8,289,2018-01-27T14:24:07,0,87,65,65,64,52,12
561487,1,290,2018-01-27T14:24:07,0,56,46,46,46,28,18
546500,2,291,2018-01-27T14:24:08,0,68,55,55,55,30,25
553581,1,292,2018-01-27T14:24:08,0,328,235,235,235,144,91
572241,7,293,2018-01-27T14:24:08,0,93,76,76,76,48,28
560910,2,294,2018-01-27T14:24:08,0,106,74,74,73,61,12
563871,6,295,2018-01-27T14:24:09,0,93,67,67,67,31,36
533513,2,296,2018-01-27T14:24:10,0,82,69,69,69,37,32
531651,1,297,2018-01-27T14:24:10,0,75,51,51,51,25,26
541630,11,298,2018-01-27T14:24:11,0,385,264,264,264,167,97
570869,3,299,2018-01-27T14:24:11,0,155,103,103,102,80,22
576549,1,300,2018-01-27T14:24:11,0,156,113,113,113,63,50
537021,4,301,2018-01-27T14:24:12,0,55,42,42,42,22,20
580678,1,302,2018-01-27T14:24:13,0,104,78,78,78,42,36
550019,1,303,2018-01-27T14:24:13,0,157,109,109,109,95,14
599352,4,304,2018-01-27T14:24:13,0,474,331,331,326,166,160
551155,2,305,2018-01-27T14:24:14,0,41,32,32,32,21,11
534641,1,306,2018-01-27T14:24:15,0,215,138,138,138,77,61
587940,1,307,2018-01-27T14:24:15,0,70,49,49,49,26,23
549428,1,308,2018-01-27T14:24:15,0,272,189,189,189,83,106
558711,1,309,2018-01-27T14:24:16,0,226,149,149,149,100,49
529303,6,310,2018-01-27T14:24:16,0,534,377,377,377,198,179
559946,1,311,2018-01-27T14:24:17,0,49,38,38,38,32,6
581283,17,312,2018-01-27T14:24:18,0,421,290,290,290,133,157
544744,3,313,2018-01-27T14:24:18,0,64,47,47,47,23,24
565822,1,314,2018-01-27T14:24:20,0,70,50,50,50,24,26
555771,27,315,2018-01-27T14:24:20,0,117,68,68,68,30,38
547565,1,316,2018-01-27T14:24:20,0,144,102,102,102,30,72
582662,1,317,2018-01-27T14:24:21,0,201,155,155,155,81,74
578746,1,318,2018-01-27T14:24:23,0,191,136,136,136,74,62
599921,8,319,2018-01-27T14:24:23,0,188,112,112,112,74,38
570451,4,320,2018-01-27T14:24:24,0,283,191,191,190,112,78
595411,14,321,2018-01-27T14:24:24,0,254,202,202,202,116,86
541141,1,322,2018-01-27T14:24:25,0,51,45,45,45,39,6
572411,3,323,2018-01-27T14:24:25,0,658,449,449,449,257,192
545384,4,324,2018-01-27T14:24:26,0,32,20,20,20,10,10
586838,1,325,2018-01-27T14:24:26,0,167,111,111,111,69,42
577308,7,326,2018-01-27T14:24:26,0,127,82,82,82,47,35
534366,1,327,2018-01-27T14:24:27,0,198,146,146,146,90,56
500623,4,328,2018-01-27T14:24:28,0,75,47,47,47,36,11
565849,7,329,2018-01-27T14:24:28,0,99,75,75,75,42,33
546135,11020,330,2018-01-27T14:24:28,0,757,514,514,513,338,175
560715,7,331,2018-01-27T14:24:29,0,523,303,303,303,189,114
573884,1,332,2018-01-27T14:24:29,0,459,318,318,317,146,171
586846,53,333,2018-01-27T14:24:30,0,117,93,93,93,58,35
588032,6,334,2018-01-27T14:24:30,0,125,92,92,92,43,49
573841,1,335,2018-01-27T14:24:31,0,102,64,64,64,48,16
562882,13,336,2018-01-27T14:24:32,0,256,163,163,163,82,81
571466,2,337,2018-01-27T14:24:33,0,52,27,27,27,24,3
532207,3,338,2018-01-27T14:24:34,0,156,87,87,87,49,38
596418,1,339,2018-01-27T14:24:34,0,190,144,144,144,62,82
569038,2,340,2018-01-27T14:24:35,0,106,80,80,80,39,41
557081,1,341,2018-01-27T14:24:35,0,233,134,134,134,92,42
535991,1,342,2018-01-27T14:24:35,0,303,211,211,209,123,86
551678,2,343,2018-01-27T14:24:35,0,80,54,54,54,23,31
559300,7,344,2018-01-27T14:24:35,0,679,283,283,283,150,133
573272,2,345,2018-01-27T14:24:35,0,155,64,64,64,46,18
514276,1,346,2018-01-27T14:24:36,0,320,175,175,175,126,49
567892,1015,347,2018-01-27T14:24:36,0,503,37,37,37,20,17
552046,40,348,2018-01-27T14:24:37,0,135,113,113,113,49,64
543543,1,349,2018-01-27T14:24:38,0,188,107,107,107,82,25
529869,1,350,2018-01-27T14:24:39,0,54,41,41,39,23,16
502081,2001,351,2018-01-27T14:24:39,0,853,265,265,264,165,99
574015,3,352,2018-01-27T14:24:40,0,55,32,32,32,18,14
533955,1,353,2018-01-27T14:24:41,0,137,56,56,56,35,21
533939,1,354,2018-01-27T14:24:41,0,77,54,54,54,25,29
578321,1,355,2018-01-27T14:24:42,0,97,70,70,70,45,25
531065,1,356,2018-01-27T14:24:42,0,111,87,87,87,46,41
539554,1,357,2018-01-27T14:24:42,0,190,106,106,106,71,35
550418,4,358,2018-01-27T14:24:43,0,89,70,70,70,32,38
537675,2,359,2018-01-27T14:24:43,0,80,56,56,56,32,24
587362,1,360,2018-01-27T14:24:43,0,157,124,124,123,91,32
599662,1,361,2018-01-27T14:24:43,0,127,87,87,87,34,53
540617,1,362,2018-01-27T14:24:44,0,135,87,87,87,52,35
545171,6,363,2018-01-27T14:24:44,0,226,175,175,175,117,58
594512,1,364,2018-01-27T14:24:45,0,171,85,85,85,58,27
561151,4,365,2018-01-27T14:24:48,0,202,101,101,101,77,24
549592,2,366,2018-01-27T14:24:48,0,91,52,52,52,21,31
565083,3,367,2018-01-27T14:24:48,0,277,180,180,180,114,66
547280,4,368,2018-01-27T14:24:50,0,54,39,39,39,21,18
550400,1,369,2018-01-27T14:24:51,0,119,84,84,84,41,43
553751,1,370,2018-01-27T14:24:51,0,296,230,230,230,106,124
548111,5,371,2018-01-27T14:24:52,0,186,131,131,131,76,55
563943,1,372,2018-01-27T14:24:52,0,90,59,59,59,25,34
545856,1,373,2018-01-27T14:24:53,0,457,304,304,304,214,90
504921,1,374,2018-01-27T14:24:54,0,235,190,190,189,133,56
587451,1,375,2018-01-27T14:24:55,0,77,69,69,69,42,27
538817,1,376,2018-01-27T14:24:55,0,158,97,97,97,61,36
599905,1,377,2018-01-27T14:24:55,0,101,73,73,73,55,18
545023,3,378,2018-01-27T14:24:56,0,120,84,84,84,41,43
579891,16,379,2018-01-27T14:24:56,0,241,181,181,181,108,73
564630,1,380,2018-01-27T14:24:56,0,134,111,110,110,43,67
544515,2,381,2018-01-27T14:24:57,0,92,72,72,72,50,22
551678,3,382,2018-01-27T14:24:57,0,55,42,42,42,26,16
573329,2,383,2018-01-27T14:24:59,0,52,41,41,41,23,18
552526,1,384,2018-01-27T14:25:00,0,217,152,152,151,84,67
598704,1,385,2018-01-27T14:25:01,0,111,71,71,71,42,29
556637,5,386,2018-01-27T14:25:01,0,69,60,60,60,48,12
555380,9,387,2018-01-27T14:25:02,0,215,131,131,130,80,50
578444,13,388,2018-01-27T14:25:02,0,180,124,124,124,106,18
507113,4,389,2018-01-27T14:25:02,0,75,59,59,59,26,33
534013,3,390,2018-01-27T14:25:02,0,107,79,79,79,47,32
573507,5,391,2018-01-27T14:25:03,0,156,101,101,101,53,48
573787,1,392,2018-01-27T14:25:03,0,298,222,221,221,130,91
570150,1,393,2018-01-27T14:25:04,0,165,117,117,117,71,46
588474,1,394,2018-01-27T14:25:04,0,204,144,144,144,92,52
533297,3,395,2018-01-27T14:25:05,0,84,56,56,56,41,15
530395,1,396,2018-01-27T14:25:06,0,178,98,98,98,81,17
578347,15,397,2018-01-27T14:25:06,0,121,86,86,86,29,57
508357,1,398,2018-01-27T14:25:07,0,133,98,98,97,50,47
549029,1,399,2018-01-27T14:25:08,0,71,44,44,44,21,23
562599,1,400,2018-01-27T14:25:08,0,195,132,132,130,76,54
530654,1,401,2018-01-27T14:25:08,0,173,140,140,139,72,67
579203,16,402,2018-01-27T14:25:10,0,315,213,213,213,98,115
578827,1,403,2018-01-27T14:25:11,0,125,85,85,84,59,25
542644,2,404,2018-01-27T14:25:11,0,70,52,52,52,32,20
569178,1,405,2018-01-27T14:25:12,0,264,179,179,177,129,48
506729,1,406,2018-01-27T14:25:13,0,160,121,121,121,75,46
562904,1,407,2018-01-27T14:25:13,0,115,84,84,84,42,42
537454,2,408,2018-01-27T14:25:14,0,113,79,79,79,40,39
